Drive	Extraction Status	Rule Set Name	Rule Name	Description	Filename	Path
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	311x112_turbotax_123111[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	65514524717IYW_Refugee_300x250[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	huttlin-spherical-engine-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_2[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_4[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	227074218[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	210952305[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	211817_100001917244384_1255005396_q[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	217278398[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	217977711[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-7_7_Hyde_Park_090712[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-AvoidLondon77[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Essais_nucleaires_manif[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Fat_man[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	300px-080125-f-3927s-040[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	80px-Osama_bin_Laden_portrait[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	23160_1495027135_2835_q[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	VW-ART%20032_1332191040[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	what-if-black-hole-100c60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	dubstep-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	Earns_Sears_0b09f[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	EE84918982EF58BCA59F613E0E194[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	cb0cc7f96dc9733629d9f79f399e69d9_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	CHRISTMASDUCKS09_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	claritin_origami_160x600[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	37c16c7c5dc576c9dce14c1f83864611_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	40b2b7f2df5f4eb6d5e8503aec514718_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	41538[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	43F470CB6189C992711EF12EE3D79[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	5-future-inventions-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	51F2043942C51856F795A4E2AB1DD[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	737b2acd-289b-4daa-b7fc-d08360e07b15[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	17010468415310164493[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	170px-Anwar_al-Awlaki_sitting_on_couch%2C_lightened[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	173773_1310948551_302661839_q[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	1cb4d0ca-1601-4bba-ae0d-bd557b5de4d0[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	2-cdc_tipsfromsmokers_web_annette_300x250[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	20-scrabble-words-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	200px-AtomicEffects-p7b[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	which-gadget-first-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	5c478d5756ac23c2b904c291ef518d0a_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/4K0CXT3M/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	00-allen-iverson-thumb3[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	0000012f-5f13-c936-3425-feb19029e57f[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	00000133-53f0-f70d-6f76-ac3094ca2e31[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	0620_thumb[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	14a3a40c45389662f602736b1fd047a8_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	200px-Kings_Cross_press_gazebo_1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	madmenads-mensuits-sidebyside2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	n651635256_7096482_738747_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	navtop_sprite[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	dan-quayle.thumbnail_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	dbd-feature-bg[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	Santorum_2012_090f5--606x404[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	493915275017IYW_Refugee_160x600[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	6A7160BFADB245A27DB89658EBB80[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	af0c3e09abb278bbc90214b60e4b14bc_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	AP100105029431[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
